"is_legendary","ndex","species","forme","gender","type1","type2","ability","weight_kg","height_m","nature","hp","attack","defense","spattack","spdefense","speed","Move.1","Move.2","Move.3","Move.4"
0,676,"Furfrou","Furfrou (La Reine Trim)",0,"Normal",NA,"Fur Coat",29.29,1.61,"Timid",268,162,155,161,204,235,"Take Down","Charm","Sucker Punch","Cotton Guard"
0,773,"Silvally","Silvally (Type: Water)",NA,"Water",NA,"RKS System",98.54,2.43,"Naive",321,216,220,204,188,215,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,67,"Machoke","Machoke",1,"Fighting",NA,"Steadfast",66.59,1.99,"Rash",281,206,154,134,125,117,"Bulk Up","Cross Chop","Scary Face","Dynamic Punch"
0,550,"Basculin","Basculin (Blue-Striped Form)",0,"Water",NA,"Mold Breaker",18.78,1.23,"Bold",276,188,163,178,133,208,"Flail","Final Gambit","Thrash","Head Smash"
0,24,"Arbok","Arbok",0,"Poison",NA,"Intimidate",69.06,4.06,"Serious",244,226,169,152,179,184,"Belch","Haze","Coil","Gunk Shot"
1,377,"Regirock","Regirock",NA,"Rock",NA,"Clear Body",230.93,2.01,"Mild",274,236,392,149,226,136,"Lock-On","Zap Cannon","Superpower","Hyper Beam"
0,422,"Shellos","Shellos (West Sea)",0,"Water",NA,"Sticky Hold",6.62,0.61,"Brave",284,134,113,137,138,68,"Rain Dance","Body Slam","Muddy Water","Recover"
1,717,"Yveltal","Yveltal",NA,"Dark","Flying","Dark Aura",197.64,4.95,"Bold",393,241,248,285,232,203,"Focus Blast","Sucker Punch","Hyper Beam","Sky Attack"
0,238,"Smoochum","Smoochum",0,"Ice","Psychic","Oblivious",5.45,0.51,"Adamant",230,103,48,180,166,157,"Psychic","Copycat","Perish Song","Blizzard"
0,4,"Charmander","Charmander",0,"Fire",NA,"Blaze",8.76,0.77,"Naughty",195,121,120,149,117,146,"Slash","Flamethrower","Fire Spin","Inferno"
0,310,"Manectric","Manectric",1,"Electric",NA,"Minus",39.78,1.72,"Sassy",255,171,139,225,152,218,"Wild Charge","Charge","Thunder","Electric Terrain"
0,52,"Meowth","Meowth (Alola Form)",1,"Dark",NA,"Technician",5.02,0.22,"Impish",214,97,95,104,104,211,"Captivate","Night Slash","Feint","Dark Pulse"
0,216,"Teddiursa","Teddiursa",1,"Normal",NA,"Honey Gather",7.2,0.32,"Bold",248,159,125,122,114,93,"Rest","Snore","Thrash","Fling"
1,244,"Entei","Entei",NA,"Fire",NA,"Inner Focus",213.44,2.17,"Adamant",351,284,176,194,186,236,"Extrasensory","Fire Blast","Calm Mind","Eruption"
0,741,"Oricorio","Oricorio (Baile Style)",0,"Fire","Flying","Dancer",2.6,0.41,"Hardy",281,158,153,222,150,213,"Revelation Dance","Mirror Move","Agility","Hurricane"
0,299,"Nosepass","Nosepass",1,"Rock",NA,"Sand Force",98.61,0.27,"Hardy",190,98,279,100,201,66,"Earth Power","Stone Edge","Lock-On","Zap Cannon"
0,174,"Igglybuff","Igglybuff",1,"Normal","Fairy","Friend Guard",0.64,0.13,"Docile",292,88,39,102,65,61,"Defense Curl","Pound","Sweet Kiss","Copycat"
0,408,"Cranidos","Cranidos",1,"Rock",NA,"Soundproof",28.92,0.48,"Quiet",258,270,114,89,69,112,"Ancient Power","Zen Headbutt","Screech","Head Smash"
0,564,"Tirtouga","Tirtouga",1,"Water","Rock","Sturdy",15.51,1.03,"Careful",221,183,229,101,132,68,"Aqua Tail","Rock Slide","Rain Dance","Hydro Pump"
0,512,"Simisage","Simisage",1,"Grass",NA,"Gluttony",30.18,0.98,"Bashful",284,222,138,202,149,223,"Fury Swipes","Lick","Leer","Seed Bomb"
0,653,"Fennekin","Fennekin",1,"Fire",NA,"Magician",8.87,0.54,"Bashful",196,99,99,151,147,153,"Psychic","Sunny Day","Magic Room","Fire Blast"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",4.64,0.71,"Quiet",218,164,124,163,102,117,"Hidden Power",NA,NA,NA
0,440,"Happiny","Happiny",0,"Normal",NA,"Friend Guard",25.09,0.75,"Mild",322,37,36,55,144,72,"Copycat","Refresh","Sweet Kiss","Pound"
0,265,"Wurmple","Wurmple",1,"Bug",NA,"Shield Dust",3.61,0.19,"Timid",217,111,80,55,77,66,"Poison Sting","Bug Bite","String Shot","Tackle"
0,758,"Salazzle","Salazzle (1)",0,"Poison","Fire","Oblivious",22.62,1.31,"Mild",248,163,113,268,138,270,"Venoshock","Flamethrower","Venom Drench","Dragon Pulse"
0,320,"Wailmer","Wailmer",1,"Water",NA,"Pressure",132.68,2.8,"Modest",386,134,89,191,77,155,"Dive","Bounce","Hydro Pump","Heavy Slam"
0,637,"Volcarona","Volcarona",1,"Bug","Fire","Flame Body",44.63,1.42,"Lax",296,150,170,294,217,236,"Bug Buzz","Rage Powder","Hurricane","Fiery Dance"
0,227,"Skarmory","Skarmory",0,"Steel","Flying","Weak Armor",47.14,2.14,"Lax",256,190,319,99,144,166,"Metal Sound","Air Slash","Autotomize","Night Slash"
0,666,"Vivillon","Vivillon (Jungle Pattern)",0,"Bug","Flying","Shield Dust",16.8,0.63,"Calm",291,112,132,185,140,183,"Safeguard","Quiver Dance","Hurricane","Powder"
0,67,"Machoke","Machoke",1,"Fighting",NA,"No Guard",72,1.14,"Hasty",272,225,146,117,140,112,"Bulk Up","Cross Chop","Scary Face","Dynamic Punch"
0,713,"Avalugg","Avalugg",0,"Ice",NA,"Sturdy",499.15,1.49,"Relaxed",307,251,421,114,112,54,"Recover","Double-Edge","Skull Bash","Crunch"
1,786,"Tapu Lele","Tapu Lele",NA,"Psychic","Fairy","Psychic Surge",19.55,1.05,"Modest",281,185,161,323,250,226,"Nature’s Madness","Extrasensory","Flatter","Moonblast"
0,212,"Scizor","Scizor",0,"Bug","Steel","Technician",119.89,1.85,"Naughty",281,293,235,135,172,164,"Double Hit","Iron Head","Swords Dance","Feint"
0,231,"Phanpy","Phanpy",0,"Ground",NA,"Sand Veil",31.94,0.64,"Mild",314,153,137,105,114,100,"Take Down","Charm","Last Resort","Double-Edge"
0,631,"Heatmor","Heatmor",1,"Fire",NA,"White Smoke",56.35,1.79,"Lonely",299,237,126,220,149,146,"Spit Up","Swallow","Flare Blitz","Inferno"
0,84,"Doduo","Doduo",0,"Normal","Flying","Run Away",38.7,0.74,"Quirky",184,182,124,88,82,185,"Jump Kick","Drill Peck","Endeavor","Thrash"
0,309,"Electrike","Electrike",0,"Electric",NA,"Minus",14.15,0.7,"Impish",203,108,111,137,92,164,"Roar","Wild Charge","Charge","Thunder"
0,728,"Popplio","Popplio",1,"Water",NA,"Torrent",7,0.26,"Quirky",216,122,132,160,118,111,"Moonblast","Captivate","Hydro Pump","Misty Terrain"
0,350,"Milotic","Milotic",0,"Water",NA,"Competitive",159.83,5.88,"Careful",327,128,165,200,314,172,"Safeguard","Coil","Hydro Pump","Rain Dance"
0,95,"Onix","Onix",1,"Rock","Ground","Sturdy",208.14,9.25,"Calm",180,100,345,88,117,167,"Dig","Stone Edge","Double-Edge","Sandstorm"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",39.8,0.35,"Bold",248,121,231,138,230,130,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,210,"Granbull","Granbull",1,"Fairy",NA,"Quick Feet",51.73,0.99,"Sassy",318,257,183,147,145,94,"Play Rough","Payback","Crunch","Outrage"
0,505,"Watchog","Watchog",0,"Normal",NA,"Illuminate",30.33,0.67,"Mild",255,196,155,139,164,165,"Nasty Plot","Mean Look","Baton Pass","Slam"
0,670,"Floette","Floette (Yellow Flower)",0,"Fairy",NA,"Symbiosis",0.74,0.03,"Bashful",232,98,102,176,212,129,"Misty Terrain","Moonblast","Petal Dance","Solar Beam"
1,718,"Zygarde","Zygarde (10% Forme)",NA,"Dragon","Ground","Power Construct",36.28,0.64,"Docile",249,225,177,158,193,266,"Camouflage","Dragon Pulse","Coil","Outrage"
0,81,"Magnemite","Magnemite",NA,"Electric","Steel","Magnet Pull",5.77,0.25,"Brave",169,95,159,207,138,111,"Lock-On","Magnet Rise","Gyro Ball","Zap Cannon"
0,73,"Tentacruel","Tentacruel",1,"Water","Poison","Rain Dish",49.48,1.2,"Lax",281,170,149,173,235,215,"Hex","Sludge Wave","Hydro Pump","Wring Out"
0,524,"Roggenrola","Roggenrola",1,"Rock",NA,"Sturdy",17.89,0.25,"Calm",244,152,179,75,86,56,"Stealth Rock","Sandstorm","Stone Edge","Explosion"
0,88,"Grimer","Grimer (Alola Form)",1,"Poison","Dark","Poison Touch",42.33,0.93,"Hasty",275,170,120,101,120,61,"Gunk Shot","Acid Armor","Belch","Memento"
0,296,"Makuhita","Makuhita",1,"Fighting",NA,"Sheer Force",84.2,1.17,"Gentle",280,148,81,48,81,80,"Endure","Close Combat","Reversal","Heavy Slam"
0,622,"Golett","Golett",NA,"Ground","Ghost","Klutz",94.45,0.8,"Rash",235,154,123,97,117,87,"Curse","Earthquake","Hammer Arm","Focus Punch"
0,582,"Vanillite","Vanillite",0,"Ice",NA,"Ice Body",6.95,0.35,"Lax",193,133,118,135,116,107,"Hail","Mirror Coat","Blizzard","Sheer Cold"
0,686,"Inkay","Inkay",1,"Dark","Psychic","Infiltrator",3.36,0.48,"Naughty",226,150,127,97,105,106,"Psycho Cut","Slash","Night Slash","Superpower"
0,508,"Stoutland","Stoutland",1,"Normal",NA,"Sand Rush",62.05,0.9,"Serious",309,253,216,102,208,178,"Reversal","Last Resort","Giga Impact","Play Rough"
0,260,"Swampert","Swampert (Mega Swampert)",1,"Water","Ground","Swift Swim",101.99,1.67,"Hardy",327,323,233,213,235,150,"Take Down","Earthquake","Endeavor","Hammer Arm"
1,795,"Pheromosa","Pheromosa",NA,"Bug","Fighting","Beast Boost",25.87,2.23,"Jolly",283,280,110,268,110,371,"Bug Buzz","Me First","High Jump Kick","Speed Swap"
0,573,"Cinccino","Cinccino",1,"Normal",NA,"Cute Charm",8.13,0.62,"Naive",285,218,152,155,129,286,"Rock Blast","Bullet Seed","Tickle","Helping Hand"
0,477,"Dusknoir","Dusknoir",0,"Ghost",NA,"Frisk",113.31,1.99,"Docile",226,212,289,141,280,122,"Shadow Ball","Mean Look","Payback","Future Sight"
0,407,"Roserade","Roserade",1,"Grass","Poison","Mold Breaker",12.2,0.71,"Rash",238,166,161,297,201,207,"Sweet Scent","Venom Drench","Weather Ball","Mega Drain"
0,773,"Silvally","Silvally (Type: Flying)",NA,"Flying",NA,"RKS System",98.66,2.6,"Rash",331,217,195,246,187,214,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
1,721,"Volcanion","Volcanion",NA,"Fire","Water","Water Absorb",199.35,1.68,"Bold",301,220,298,272,216,176,"Flare Blitz","Overheat","Explosion","Steam Eruption"
0,139,"Omastar","Omastar",1,"Rock","Water","Shell Armor",31.25,1.08,"Lonely",276,145,242,244,170,133,"Tickle","Rock Blast","Shell Smash","Hydro Pump"
0,782,"Jangmo-o","Jangmo-o",0,"Dragon",NA,"Overcoat",30.27,0.8,"Bold",217,120,149,117,122,116,"Dragon Claw","Noble Roar","Dragon Dance","Outrage"
0,654,"Braixen","Braixen",1,"Fire",NA,"Magician",14.9,0.99,"Bashful",232,134,145,214,149,177,"Psychic","Sunny Day","Magic Room","Fire Blast"
0,676,"Furfrou","Furfrou (Star Trim)",1,"Normal",NA,"Fur Coat",28.84,0.35,"Lonely",260,212,128,158,195,214,"Take Down","Charm","Sucker Punch","Cotton Guard"
0,760,"Bewear","Bewear",1,"Normal","Fighting","Unnerve",132.55,1.93,"Rash",366,279,165,127,112,142,"Thrash","Pain Split","Double-Edge","Superpower"
0,710,"Pumpkaboo","Pumpkaboo (Large Size)",0,"Ghost","Grass","Insomnia",9.05,0.34,"Naughty",240,150,167,102,110,101,"Shadow Ball","Trick-or-Treat","Pain Split","Seed Bomb"
0,604,"Eelektross","Eelektross",1,"Electric",NA,"Levitate",83.48,2.35,"Naughty",298,268,194,219,175,136,"Discharge","Ion Deluge","Acid","Gastro Acid"
0,262,"Mightyena","Mightyena",0,"Dark",NA,"Intimidate",36.09,0.86,"Gentle",264,208,144,152,149,176,"Yawn","Take Down","Sucker Punch","Play Rough"
0,371,"Bagon","Bagon",0,"Dragon",NA,"Sheer Force",38.44,0.19,"Modest",211,159,132,115,89,135,"Zen Headbutt","Scary Face","Flamethrower","Double-Edge"
1,490,"Manaphy","Manaphy",NA,"Water",NA,"Hydration",1.14,0.15,"Naughty",318,240,226,236,212,236,"Aqua Ring","Dive","Rain Dance","Heart Swap"
1,383,"Groudon","Groudon",NA,"Ground",NA,"Drought",942.43,2.94,"Serious",320,323,316,236,205,216,"Fissure","Fire Blast","Hammer Arm","Eruption"
1,649,"Genesect","Genesect (Genesect)",NA,"Bug","Steel","Download",83.86,1.22,"Jolly",283,276,201,242,203,257,"Simple Beam","Zap Cannon","Hyper Beam","Self-Destruct"
0,600,"Klang","Klang",1,"Steel",NA,"Plus",50.17,0.87,"Quirky",246,165,206,174,196,117,"Shift Gear","Lock-On","Zap Cannon","Hyper Beam"
0,738,"Vikavolt","Vikavolt (1)",0,"Bug","Electric","Levitate",44.6,2.06,"Quirky",272,171,210,296,183,106,"Bug Buzz","Dig","Zap Cannon","Agility"
0,671,"Florges","Florges (Orange Flower)",0,"Fairy",NA,"Flower Veil",8.51,1.17,"Adamant",291,165,147,206,335,185,"Disarming Voice","Moonblast","Lucky Chant","Wish"
0,213,"Shuckle","Shuckle",0,"Bug","Rock","Contrary",21.81,0.18,"Gentle",171,45,437,42,542,26,"Power Split","Guard Split","Stone Edge","Sticky Web"
0,452,"Drapion","Drapion",0,"Poison","Dark","Battle Armor",61.26,1.84,"Timid",281,171,232,146,184,228,"Scary Face","Crunch","Fell Stinger","Cross Poison"
0,401,"Kricketot","Kricketot",0,"Bug",NA,"Run Away",2.57,0.46,"Impish",203,72,107,69,97,56,"Struggle Bug","Bug Bite","Growl","Bide"
0,40,"Wigglytuff","Wigglytuff",0,"Normal","Fairy","Frisk",11.78,0.62,"Modest",420,141,111,192,110,112,"Sing","Double-Edge","Disable","Double Slap"
0,458,"Mantyke","Mantyke",1,"Water","Flying","Water Absorb",66.24,0.81,"Lonely",231,62,108,154,260,109,"Air Slash","Aqua Ring","Bounce","Hydro Pump"
0,28,"Sandslash","Sandslash (Alola Form)",1,"Ice","Steel","Slush Rush",51.51,0.73,"Careful",283,213,253,61,168,155,"Defense Curl","Icicle Spear","Ice Ball","Icicle Crash"
0,531,"Audino","Audino (Mega Audino)",0,"Normal","Fairy","Healer",28.27,1.65,"Relaxed",333,145,294,172,270,117,"Simple Beam","Double-Edge","Hyper Voice","Last Resort"
0,179,"Mareep","Mareep",1,"Electric",NA,"Static",8.16,0.95,"Mild",247,105,87,162,101,105,"Cotton Guard","Signal Beam","Light Screen","Thunder"
0,388,"Grotle","Grotle",1,"Grass",NA,"Overgrow",99.03,0.46,"Quirky",286,205,197,128,139,90,"Synthesis","Crunch","Giga Drain","Leaf Storm"
0,309,"Electrike","Electrike",0,"Electric",NA,"Static",15.04,0.51,"Hardy",195,110,110,144,100,147,"Roar","Wild Charge","Charge","Thunder"
0,50,"Diglett","Diglett",0,"Ground",NA,"Sand Veil",0.93,0.22,"Adamant",153,151,81,91,121,222,"Dig","Slash","Earthquake","Fissure"
0,20,"Raticate","Raticate (1)",1,"Dark","Normal","Gluttony",22.61,1.24,"Timid",275,158,149,96,177,201,"Sucker Punch","Super Fang","Double-Edge","Endeavor"
0,508,"Stoutland","Stoutland",0,"Normal",NA,"Scrappy",63.09,1.16,"Brave",281,269,195,118,207,163,"Reversal","Last Resort","Giga Impact","Play Rough"
0,593,"Jellicent","Jellicent",0,"Water","Ghost","Damp",138.3,2.21,"Sassy",325,132,145,200,239,126,"Hex","Hydro Pump","Wring Out","Water Spout"
0,427,"Buneary","Buneary",1,"Normal",NA,"Run Away",5.5,0.09,"Quirky",235,154,110,124,133,198,"Charm","Entrainment","Bounce","Healing Wish"
0,774,"Minior","Minior (Orange Core)",NA,"Rock","Flying","Shields Down",0.63,0.46,"Modest",248,201,129,234,148,264,"Power Gem","Double-Edge","Shell Smash","Explosion"
1,378,"Regice","Regice",NA,"Ice",NA,"Clear Body",179.87,2.23,"Relaxed",289,136,257,230,436,122,"Lock-On","Zap Cannon","Superpower","Hyper Beam"
0,596,"Galvantula","Galvantula",0,"Bug","Electric","Unnerve",14.86,0.32,"Calm",274,164,126,211,147,250,"Agility","Sucker Punch","Discharge","Bug Buzz"
0,710,"Pumpkaboo","Pumpkaboo (Large Size)",1,"Ghost","Grass","Frisk",6.99,0.3,"Naive",231,143,166,112,117,128,"Shadow Ball","Trick-or-Treat","Pain Split","Seed Bomb"
0,355,"Duskull","Duskull",1,"Ghost",NA,"Frisk",13.98,0.77,"Adamant",164,103,196,81,196,83,"Shadow Ball","Mean Look","Payback","Future Sight"
0,183,"Marill","Marill",1,"Water","Fairy","Huge Power",8.1,0.03,"Naive",275,59,113,57,102,106,"Rain Dance","Double-Edge","Superpower","Hydro Pump"
0,678,"Meowstic","Meowstic (Male)",1,"Psychic",NA,"Prankster",7.63,0.81,"Calm",280,109,180,192,202,215,"Imprison","Sucker Punch","Misty Terrain","Quick Guard"
0,208,"Steelix","Steelix",1,"Steel","Ground","Sheer Force",391.63,9.69,"Calm",289,176,414,118,180,67,"Dig","Stone Edge","Double-Edge","Sandstorm"
0,323,"Camerupt","Camerupt (Mega Camerupt)",0,"Fire","Ground","Sheer Force",320.88,0.84,"Mild",276,267,212,342,224,61,"Yawn","Earthquake","Eruption","Fissure"
0,268,"Cascoon","Cascoon",1,"Bug",NA,"Shed Skin",11.52,0.68,"Timid",232,67,122,56,55,64,"Harden",NA,NA,NA
0,671,"Florges","Florges (Red Flower)",0,"Fairy",NA,"Symbiosis",10.21,0.78,"Bashful",270,157,148,259,315,156,"Disarming Voice","Moonblast","Lucky Chant","Wish"
1,797,"Celesteela","Celesteela",NA,"Steel","Flying","Beast Boost",997.36,9.07,"Adamant",335,234,242,198,238,134,"Skull Bash","Iron Defense","Heavy Slam","Double-Edge"
0,188,"Skiploom","Skiploom",0,"Grass","Flying","Leaf Guard",0.88,0.21,"Docile",240,116,107,119,166,168,"Worry Seed","Giga Drain","Bounce","Memento"
0,132,"Ditto","Ditto",NA,"Normal",NA,"Imposter",3.25,0.3,"Careful",237,108,106,111,136,106,"Transform",NA,NA,NA
0,615,"Cryogonal","Cryogonal",NA,"Ice",NA,"Levitate",156.39,0.84,"Naughty",278,143,136,212,260,234,"Freeze-Dry","Solar Beam","Night Slash","Sheer Cold"
0,267,"Beautifly","Beautifly",0,"Bug","Flying","Swarm",25,0.59,"Careful",240,166,105,189,130,164,"Giga Drain","Bug Buzz","Rage","Quiver Dance"
0,94,"Gengar","Gengar",1,"Ghost","Poison","Cursed Body",38.1,1.43,"Modest",242,129,136,322,185,240,"Dark Pulse","Destiny Bond","Hex","Nightmare"
0,774,"Minior","Minior (Indigo Core)",NA,"Rock","Flying","Shields Down",0.44,0.1,"Gentle",237,228,139,224,143,267,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,734,"Yungoos","Yungoos",0,"Normal",NA,"Adaptability",6.22,0.49,"Hardy",221,171,78,87,93,97,"Hyper Fang","Yawn","Thrash","Rest"
0,713,"Avalugg","Avalugg",1,"Ice",NA,"Sturdy",501.9,2.2,"Hardy",317,266,395,110,116,92,"Recover","Double-Edge","Skull Bash","Crunch"
0,666,"Vivillon","Vivillon (Meadow Pattern)",1,"Bug","Flying","Friend Guard",17.52,1.19,"Sassy",291,127,115,203,134,166,"Safeguard","Quiver Dance","Hurricane","Powder"
0,338,"Solrock","Solrock",NA,"Rock","Psychic","Levitate",156.03,1.4,"Lax",309,198,210,120,130,163,"Stone Edge","Solar Beam","Explosion","Wonder Room"
1,384,"Rayquaza","Rayquaza",NA,"Dragon","Flying","Air Lock",197.51,7.9,"Careful",351,314,216,283,237,212,"Fly","Hyper Voice","Outrage","Hyper Beam"
0,739,"Crabrawler","Crabrawler",1,"Fighting",NA,"Hyper Cutter",6.88,0.9,"Mild",222,171,130,114,118,150,"Crabhammer","Iron Defense","Dynamic Punch","Close Combat"
0,517,"Munna","Munna",0,"Psychic",NA,"Telepathy",22.96,0.44,"Mild",285,79,96,177,118,61,"Psychic","Dream Eater","Telekinesis","Stored Power"
0,610,"Axew","Axew",1,"Dragon",NA,"Rivalry",19.26,0.63,"Gentle",233,205,128,80,116,128,"Swords Dance","Guillotine","Outrage","Giga Impact"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",44.05,0.25,"Calm",241,115,233,143,232,146,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,698,"Amaura","Amaura",1,"Rock","Ice","Snow Warning",27.84,1.55,"Brave",293,156,109,169,158,90,"Light Screen","Ice Beam","Hyper Beam","Blizzard"
0,676,"Furfrou","Furfrou (Dandy Trim)",0,"Normal",NA,"Fur Coat",29.24,1.77,"Serious",275,184,137,147,187,223,"Take Down","Charm","Sucker Punch","Cotton Guard"
0,327,"Spinda","Spinda",1,"Normal",NA,"Contrary",3.67,1.63,"Sassy",238,150,145,125,167,136,"Psych Up","Double-Edge","Flail","Thrash"
0,220,"Swinub","Swinub",0,"Ice","Ground","Thick Fat",7.95,0.46,"Bold",223,95,105,90,70,131,"Earthquake","Flail","Blizzard","Amnesia"
0,761,"Bounsweet","Bounsweet",0,"Grass",NA,"Sweet Veil",3.33,0.57,"Careful",206,93,112,59,121,70,"Magical Leaf","Teeter Dance","Flail","Aromatic Mist"
0,335,"Zangoose","Zangoose",0,"Normal",NA,"Toxic Boost",36.61,1.23,"Modest",266,211,127,161,131,193,"X-Scissor","Taunt","Swords Dance","Close Combat"
0,428,"Lopunny","Lopunny (Mega Lopunny)",1,"Normal","Fighting","Scrappy",28,1.4,"Lax",268,282,235,117,203,294,"Entrainment","Bounce","Healing Wish","High Jump Kick"
0,600,"Klang","Klang",1,"Steel",NA,"Minus",50.36,0.76,"Modest",249,162,206,160,202,127,"Shift Gear","Lock-On","Zap Cannon","Hyper Beam"
0,692,"Clauncher","Clauncher",0,"Water",NA,"Mega Launcher",9.64,0.81,"Hardy",231,124,160,152,141,110,"Water Pulse","Smack Down","Aqua Jet","Muddy Water"
0,263,"Zigzagoon","Zigzagoon",0,"Normal",NA,"Quick Feet",17.49,0.22,"Timid",190,86,104,78,116,161,"Take Down","Rest","Belly Drum","Fling"
0,535,"Tympole","Tympole",0,"Water",NA,"Water Absorb",4.36,0.12,"Bold",232,103,100,107,109,141,"Flail","Echoed Voice","Hydro Pump","Hyper Voice"
0,779,"Bruxish","Bruxish",0,"Water","Psychic","Dazzling",18.89,1.39,"Hardy",263,225,153,145,173,207,"Aqua Tail","Screech","Psychic Fangs","Synchronoise"
0,133,"Eevee","Eevee",1,"Normal",NA,"Run Away",5.76,0.61,"Jolly",233,134,122,92,158,132,"Baton Pass","Double-Edge","Last Resort","Trump Card"
0,222,"Corsola","Corsola",1,"Water","Rock","Regenerator",6.19,0.57,"Adamant",261,126,211,144,200,82,"Power Gem","Mirror Coat","Earth Power","Flail"
0,103,"Exeggutor","Exeggutor",0,"Grass","Psychic","Harvest",117.37,2,"Naive",313,223,201,269,160,133,"Psyshock","Egg Bomb","Wood Hammer","Leaf Storm"
0,309,"Electrike","Electrike",0,"Electric",NA,"Minus",15.98,0.39,"Adamant",205,105,116,132,92,139,"Roar","Wild Charge","Charge","Thunder"
0,239,"Elekid","Elekid",1,"Electric",NA,"Vital Spirit",25.75,0.47,"Quiet",216,143,91,173,121,201,"Discharge","Screech","Thunderbolt","Thunder"
0,327,"Spinda","Spinda",0,"Normal",NA,"Own Tempo",4.05,0.98,"Hardy",236,135,154,150,150,155,"Psych Up","Double-Edge","Flail","Thrash"
0,242,"Blissey","Blissey",0,"Normal",NA,"Serene Grace",48.8,1.51,"Careful",638,25,51,149,326,126,"Egg Bomb","Light Screen","Healing Wish","Double-Edge"
0,221,"Piloswine","Piloswine",1,"Ice","Ground","Thick Fat",53.83,0.8,"Careful",331,210,193,132,163,129,"Thrash","Earthquake","Blizzard","Amnesia"
0,406,"Budew","Budew",1,"Grass","Poison","Sheer Force",1.16,0.28,"Lonely",216,101,72,106,172,118,"Water Sport","Stun Spore","Mega Drain","Worry Seed"
0,750,"Mudsdale","Mudsdale",1,"Ground",NA,"Own Tempo",924.01,2.56,"Naughty",318,287,231,134,157,93,"Counter","Earthquake","Mega Kick","Superpower"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",5.12,0.52,"Lonely",236,198,117,172,113,123,"Hidden Power",NA,NA,NA
0,575,"Gothorita","Gothorita",0,"Psychic",NA,"Frisk",18.2,0.72,"Serious",251,100,154,159,206,121,"Psychic","Telekinesis","Charm","Magic Room"
0,173,"Cleffa","Cleffa",0,"Fairy",NA,"Friend Guard",2.91,0.4,"Modest",227,54,74,123,130,38,"Sing","Sweet Kiss","Copycat","Magical Leaf"
1,716,"Xerneas","Xerneas (Active Mode)",NA,"Fairy",NA,"Fairy Aura",210.45,3.24,"Quiet",386,274,226,327,232,186,"Nature Power","Close Combat","Giga Impact","Outrage"
0,54,"Psyduck","Psyduck",1,"Water",NA,"Damp",20.57,0.96,"Hardy",226,136,109,149,113,129,"Psych Up","Amnesia","Hydro Pump","Wonder Room"
0,764,"Comfey","Comfey",0,"Fairy",NA,"Triage",0.23,0.12,"Bashful",240,119,195,200,247,210,"Petal Dance","Aromatherapy","Grassy Terrain","Play Rough"
0,655,"Delphox","Delphox",1,"Fire","Psychic","Magician",38.95,1.76,"Quiet",275,145,173,267,232,216,"Sunny Day","Magic Room","Fire Blast","Future Sight"
0,607,"Litwick","Litwick",0,"Ghost","Fire","Flash Fire",4.21,0.13,"Quiet",229,81,120,181,145,53,"Curse","Shadow Ball","Pain Split","Overheat"
0,436,"Bronzor","Bronzor",NA,"Steel","Psychic","Heatproof",62.47,0.37,"Careful",235,83,183,70,217,66,"Extrasensory","Payback","Heal Block","Heavy Slam"
1,648,"Meloetta","Meloetta (Pirouette Forme)",NA,"Normal","Fighting","Serene Grace",7.41,0.32,"Serious",318,292,203,190,189,292,"Hyper Voice","Role Play","Close Combat","Perish Song"
0,361,"Snorunt","Snorunt",1,"Ice",NA,"Inner Focus",17.34,0.2,"Bashful",230,124,132,128,133,113,"Frost Breath","Crunch","Blizzard","Hail"
0,75,"Graveler","Graveler",1,"Rock","Ground","Sand Veil",102.96,0.87,"Brave",246,223,264,95,109,68,"Earthquake","Explosion","Double-Edge","Stone Edge"
0,722,"Rowlet","Rowlet",1,"Grass","Flying","Overgrow",2.19,0.27,"Lax",262,119,158,110,94,101,"Leaf Blade","Feather Dance","Brave Bird","Nasty Plot"
0,607,"Litwick","Litwick",0,"Ghost","Fire","Flame Body",4.86,0.51,"Quiet",235,67,144,149,123,65,"Curse","Shadow Ball","Pain Split","Overheat"
0,523,"Zebstrika","Zebstrika",0,"Electric",NA,"Motor Drive",81.38,2.08,"Hardy",279,224,142,193,131,264,"Agility","Wild Charge","Thrash","Ion Deluge"
0,305,"Lairon","Lairon",0,"Steel","Rock","Heavy Metal",117.38,0.53,"Lonely",235,226,261,125,113,89,"Double-Edge","Autotomize","Heavy Slam","Metal Burst"
1,245,"Suicune","Suicune",NA,"Water",NA,"Pressure",179.83,2.26,"Impish",330,186,261,194,253,206,"Extrasensory","Hydro Pump","Calm Mind","Blizzard"
0,303,"Mawile","Mawile (Mega Mawile)",0,"Steel","Fairy","Huge Power",23.43,0.95,"Brave",228,253,283,141,199,121,"Swallow","Spit Up","Iron Head","Play Rough"
