"is_legendary","ndex","species","forme","gender","type1","type2","ability","weight_kg","height_m","nature","hp","attack","defense","spattack","spdefense","speed","Move.1","Move.2","Move.3","Move.4"
0,735,"Gumshoos","Gumshoos (1)",1,"Normal",NA,"Stakeout",13.28,0.46,"Quiet",316,240,127,156,137,87,"Hyper Fang","Yawn","Thrash","Rest"
0,115,"Kangaskhan","Kangaskhan",0,"Normal",NA,"Early Bird",78.41,2.94,"Quiet",330,221,183,97,165,177,"Endure","Outrage","Sucker Punch","Reversal"
0,650,"Chespin","Chespin",1,"Grass",NA,"Bulletproof",10.2,0.55,"Quiet",240,151,156,111,122,81,"Bulk Up","Body Slam","Pain Split","Wood Hammer"
1,493,"Arceus","Arceus (Fighting)",NA,"Fighting",NA,"Multitype",314.35,3.24,"Calm",381,248,274,248,303,270,"Recover","Hyper Beam","Perish Song","Judgment"
0,115,"Kangaskhan","Kangaskhan",0,"Normal",NA,"Early Bird",77.87,1.53,"Impish",335,223,192,78,166,192,"Endure","Outrage","Sucker Punch","Reversal"
1,720,"Hoopa","Hoopa (Hoopa Confined)",NA,"Psychic","Ghost","Magician",9.52,0.59,"Careful",301,256,131,275,312,176,"Shadow Ball","Nasty Plot","Psychic","Hyperspace Hole"
0,540,"Sewaddle","Sewaddle",1,"Bug","Grass","Overcoat",3.52,0.26,"Relaxed",201,134,169,86,150,87,"Endure","Sticky Web","Bug Buzz","Flail"
0,784,"Kommo-o","Kommo-o",0,"Dragon","Fighting","Overcoat",80.72,2.17,"Hardy",266,232,255,236,226,186,"Dragon Claw","Noble Roar","Dragon Dance","Outrage"
0,611,"Fraxure","Fraxure",1,"Dragon",NA,"Mold Breaker",36.93,1.04,"Bashful",268,259,167,93,124,152,"Swords Dance","Guillotine","Outrage","Giga Impact"
0,257,"Blaziken","Blaziken (Mega Blaziken)",1,"Fire","Fighting","Speed Boost",53.56,1.8,"Bold",271,320,195,274,173,227,"Slash","Brave Bird","Sky Uppercut","Flare Blitz"
0,110,"Weezing","Weezing",0,"Poison",NA,"Levitate",8.42,1,"Relaxed",261,201,272,181,156,139,"Explosion","Destiny Bond","Belch","Memento"
0,372,"Shelgon","Shelgon",0,"Dragon",NA,"Overcoat",114.45,0.93,"Hardy",270,218,210,138,122,121,"Zen Headbutt","Scary Face","Flamethrower","Double-Edge"
0,130,"Gyarados","Gyarados",0,"Water","Flying","Intimidate",238.7,5.31,"Sassy",318,274,183,154,251,152,"Dragon Dance","Hurricane","Rain Dance","Hyper Beam"
0,241,"Miltank","Miltank",0,"Normal",NA,"Thick Fat",76.75,0.87,"Lax",310,195,248,87,158,209,"Captivate","Gyro Ball","Heal Bell","Wake-Up Slap"
0,392,"Infernape","Infernape",1,"Fire","Fighting","Blaze",54.63,0.77,"Jolly",276,242,164,210,147,251,"Fire Spin","Acrobatics","Calm Mind","Flare Blitz"
0,531,"Audino","Audino (Mega Audino)",0,"Normal","Fairy","Healer",30.79,1.76,"Quiet",337,150,263,191,257,113,"Simple Beam","Double-Edge","Hyper Voice","Last Resort"
0,403,"Shinx","Shinx",1,"Electric",NA,"Rivalry",9.16,0.72,"Mild",201,136,73,93,87,103,"Crunch","Scary Face","Discharge","Wild Charge"
0,274,"Nuzleaf","Nuzleaf",1,"Grass","Dark","Chlorophyll",28.77,0.75,"Jolly",259,162,107,122,106,167,"Feint Attack","Leaf Blade","Swagger","Extrasensory"
0,123,"Scyther","Scyther",1,"Bug","Flying","Steadfast",52.79,1.32,"Lax",277,250,213,122,155,239,"Double Hit","Air Slash","Swords Dance","Feint"
0,83,"Farfetch’d","Farfetch’d",0,"Normal","Flying","Inner Focus",14.84,0.58,"Quiet",225,211,118,136,150,135,"Feint","False Swipe","Air Slash","Brave Bird"
0,417,"Pachirisu","Pachirisu",0,"Electric",NA,"Volt Absorb",3.91,0.51,"Impish",257,101,180,85,209,205,"Super Fang","Discharge","Last Resort","Hyper Fang"
0,540,"Sewaddle","Sewaddle",0,"Bug","Grass","Swarm",1.76,0.05,"Timid",204,117,150,91,142,103,"Endure","Sticky Web","Bug Buzz","Flail"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",4.82,0.52,"Calm",208,153,120,156,122,127,"Hidden Power",NA,NA,NA
0,364,"Sealeo","Sealeo",1,"Ice","Water","Oblivious",85.55,1.27,"Gentle",321,135,155,165,190,108,"Snore","Hail","Blizzard","Sheer Cold"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",39.03,0.68,"Naughty",252,137,214,139,193,130,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,105,"Marowak","Marowak",0,"Ground",NA,"Lightning Rod",45.65,0.52,"Hardy",260,175,230,106,165,122,"Endeavor","Double-Edge","Retaliate","Bone Rush"
0,560,"Scrafty","Scrafty",1,"Dark","Fighting","Intimidate",30.02,1.18,"Serious",264,213,242,116,256,152,"Facade","Rock Climb","Focus Punch","Head Smash"
0,329,"Vibrava","Vibrava",1,"Ground","Dragon","Levitate",13.24,1.06,"Serious",221,165,110,105,114,165,"Sandstorm","Uproar","Hyper Beam","Boomburst"
0,36,"Clefable","Clefable",1,"Fairy",NA,"Unaware",37.34,1.34,"Relaxed",307,168,188,206,187,135,"Metronome","Disarming Voice","Double Slap","Minimize"
0,392,"Infernape","Infernape",1,"Fire","Fighting","Iron Fist",50.84,1.19,"Lax",283,238,195,226,140,224,"Fire Spin","Acrobatics","Calm Mind","Flare Blitz"
0,265,"Wurmple","Wurmple",1,"Bug",NA,"Shield Dust",4.07,0.57,"Relaxed",209,122,111,54,91,55,"Poison Sting","Bug Bite","String Shot","Tackle"
0,730,"Primarina","Primarina",1,"Water","Fairy","Liquid Voice",41.81,2.26,"Serious",285,169,164,283,255,143,"Moonblast","Captivate","Hydro Pump","Misty Terrain"
0,301,"Delcatty","Delcatty",0,"Normal",NA,"Normalize",34.15,1.45,"Naive",275,142,147,128,126,232,"Attract","Fake Out","Double Slap","Sing"
0,112,"Rhydon","Rhydon",0,"Ground","Rock","Rock Head",118.57,2.16,"Jolly",321,275,247,101,106,117,"Stone Edge","Earthquake","Megahorn","Horn Drill"
1,488,"Cresselia","Cresselia",NA,"Psychic",NA,"Levitate",89.08,1.63,"Careful",358,176,256,167,301,206,"Psycho Shift","Lunar Dance","Psychic","Moonblast"
0,413,"Wormadam","Wormadam (Sandy Cloak)",0,"Bug","Ground","Anticipation",6.75,0.38,"Mild",252,187,221,139,188,108,"Attract","Psychic","Fissure","Bug Buzz"
0,334,"Altaria","Altaria (Mega Altaria)",0,"Dragon","Fairy","Pixilate",20.16,1.59,"Lax",284,229,278,238,201,165,"Dragon Pulse","Perish Song","Moonblast","Sky Attack"
0,254,"Sceptile","Sceptile (Mega Sceptile)",1,"Grass",NA,"Lightning Rod",57.37,1.73,"Quirky",257,241,175,326,194,314,"False Swipe","Quick Guard","Leaf Storm","Screech"
0,283,"Surskit","Surskit",1,"Bug","Water","Swift Swim",1.41,0.28,"Naive",216,94,72,114,103,182,"Haze","Aqua Jet","Baton Pass","Sticky Web"
0,241,"Miltank","Miltank",0,"Normal",NA,"Thick Fat",72.18,1.33,"Bold",321,165,246,107,159,229,"Captivate","Gyro Ball","Heal Bell","Wake-Up Slap"
0,714,"Noibat","Noibat",1,"Flying","Dragon","Infiltrator",6.74,0.89,"Timid",218,80,91,113,99,136,"Whirlwind","Super Fang","Air Slash","Hurricane"
0,80,"Slowbro","Slowbro",0,"Water","Psychic","Oblivious",83.75,0.95,"Naive",329,169,252,236,169,105,"Psychic","Rain Dance","Psych Up","Heal Pulse"
0,666,"Vivillon","Vivillon (Continental Pattern)",0,"Bug","Flying","Friend Guard",14.11,1,"Docile",281,140,127,198,110,203,"Safeguard","Quiver Dance","Hurricane","Powder"
0,335,"Zangoose","Zangoose",0,"Normal",NA,"Toxic Boost",42.78,1.46,"Mild",272,236,133,161,141,204,"X-Scissor","Taunt","Swords Dance","Close Combat"
0,446,"Munchlax","Munchlax",1,"Normal",NA,"Pickup",101.06,1.28,"Naughty",401,201,104,115,184,19,"Belly Drum","Natural Gift","Snatch","Last Resort"
0,388,"Grotle","Grotle",0,"Grass",NA,"Shell Armor",97.83,1.11,"Relaxed",277,214,223,118,163,75,"Synthesis","Crunch","Giga Drain","Leaf Storm"
0,418,"Buizel","Buizel",0,"Water",NA,"Water Veil",30.41,0.89,"Hasty",251,153,68,156,91,207,"Razor Wind","Aqua Tail","Agility","Hydro Pump"
1,649,"Genesect","Genesect (Genesect)",NA,"Bug","Steel","Download",76.7,1.89,"Careful",283,267,212,248,248,230,"Simple Beam","Zap Cannon","Hyper Beam","Self-Destruct"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",5.4,0.57,"Quiet",213,155,112,198,124,93,"Hidden Power",NA,NA,NA
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",44.32,0.4,"Impish",249,149,256,128,216,151,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,780,"Drampa","Drampa",1,"Normal","Dragon","Cloud Nine",183.34,3.16,"Quiet",293,127,199,322,201,86,"Dragon Pulse","Fly","Hyper Voice","Outrage"
0,686,"Inkay","Inkay",1,"Dark","Psychic","Contrary",3.11,0.37,"Relaxed",243,133,136,99,107,96,"Psycho Cut","Slash","Night Slash","Superpower"
0,179,"Mareep","Mareep",0,"Electric",NA,"Plus",7.21,0.55,"Sassy",244,111,106,154,128,73,"Cotton Guard","Signal Beam","Light Screen","Thunder"
0,62,"Poliwrath","Poliwrath",0,"Water","Fighting","Swift Swim",56.83,1.22,"Hardy",317,203,225,154,186,172,"Dynamic Punch","Mind Reader","Circle Throw","Circle Throw"
1,380,"Latias","Latias (Mega Latias)",NA,"Dragon","Psychic","Levitate",52.94,1.48,"Impish",289,221,303,259,336,256,"Guard Split","Psychic","Dragon Pulse","Healing Wish"
0,671,"Florges","Florges (Blue Flower)",0,"Fairy",NA,"Symbiosis",10.24,0.91,"Bold",294,134,187,237,321,167,"Moonblast","Petal Dance","Disarming Voice","Magical Leaf"
1,150,"Mewtwo","Mewtwo",NA,"Psychic",NA,"Unnerve",124.05,2.17,"Timid",353,206,216,336,216,324,"Amnesia","Mist","Me First","Psystrike"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",4.54,0.39,"Careful",222,151,132,145,141,127,"Hidden Power",NA,NA,NA
0,109,"Koffing","Koffing",1,"Poison",NA,"Levitate",0.63,0.6,"Timid",218,136,216,131,124,100,"Explosion","Destiny Bond","Belch","Memento"
0,774,"Minior","Minior (Orange Core)",NA,"Rock","Flying","Shields Down",0.32,0.41,"Hardy",247,212,130,205,151,269,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,129,"Magikarp","Magikarp",0,"Water",NA,"Swift Swim",9.1,0.31,"Bashful",174,43,142,39,52,191,"Tackle","Flail","Splash",NA
0,565,"Carracosta","Carracosta",1,"Water","Rock","Solid Rock",80.94,2.04,"Docile",269,226,295,201,148,95,"Aqua Tail","Rock Slide","Rain Dance","Hydro Pump"
0,418,"Buizel","Buizel",0,"Water",NA,"Swift Swim",30.59,0.6,"Mild",225,141,87,145,76,176,"Razor Wind","Aqua Tail","Agility","Hydro Pump"
0,50,"Diglett","Diglett (Alola Form)",0,"Ground","Steel","Sand Veil",0.84,0.41,"Brave",137,152,91,94,118,193,"Dig","Iron Head","Earthquake","Fissure"
0,307,"Meditite","Meditite",1,"Fighting","Psychic","Pure Power",12.79,0.45,"Timid",189,101,145,116,119,148,"Power Trick","Reversal","Recover","Counter"
0,75,"Graveler","Graveler",1,"Rock","Ground","Sturdy",107.59,0.95,"Rash",251,226,247,128,90,91,"Earthquake","Explosion","Double-Edge","Stone Edge"
0,103,"Exeggutor","Exeggutor",1,"Grass","Psychic","Chlorophyll",117.61,2.1,"Impish",300,223,193,243,169,144,"Psyshock","Egg Bomb","Wood Hammer","Leaf Storm"
0,445,"Garchomp","Garchomp",0,"Dragon","Ground","Sand Veil",97.95,2.19,"Careful",336,296,216,175,205,211,"Slash","Dragon Claw","Dig","Dragon Rush"
0,456,"Finneon","Finneon",0,"Water",NA,"Water Veil",6.3,0.75,"Modest",239,112,140,141,149,153,"U-turn","Bounce","Silver Wind","Soak"
0,773,"Silvally","Silvally (Type: Electric)",NA,"Electric",NA,"RKS System",98.09,2.54,"Relaxed",306,217,226,207,213,198,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",39.28,0,"Bashful",244,147,229,134,215,129,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,467,"Magmortar","Magmortar",1,"Fire",NA,"Vital Spirit",67.61,1.3,"Naive",277,206,151,282,192,190,"Sunny Day","Flamethrower","Fire Blast","Hyper Beam"
0,6,"Charizard","Charizard (Mega Charizard Y)",1,"Fire","Flying","Drought",98.21,2.39,"Mild",291,235,157,385,266,226,"Fire Spin","Inferno","Heat Wave","Flare Blitz"
0,667,"Litleo","Litleo",1,"Fire","Normal","Rivalry",14.65,0.39,"Bashful",262,136,129,168,119,165,"Crunch","Hyper Voice","Incinerate","Overheat"
0,609,"Chandelure","Chandelure",0,"Ghost","Fire","Flash Fire",35.16,1.3,"Adamant",247,135,186,281,194,165,"Smog","Pain Split","Hex","Flame Burst"
0,38,"Ninetales","Ninetales (Alola Form)",0,"Ice","Fairy","Snow Cloak",20.71,0.78,"Relaxed",266,162,182,169,214,227,"Ice Shard","Confuse Ray","Safeguard","Ice Beam"
0,322,"Numel","Numel",0,"Fire","Ground","Own Tempo",23.28,0.94,"Mild",243,136,101,168,119,90,"Yawn","Earthquake","Flamethrower","Double-Edge"
0,428,"Lopunny","Lopunny",1,"Normal",NA,"Klutz",34.73,0.53,"Rash",254,175,202,149,195,220,"Entrainment","Bounce","Healing Wish","High Jump Kick"
0,728,"Popplio","Popplio",1,"Water",NA,"Torrent",6.54,0.49,"Bashful",232,124,133,162,136,85,"Moonblast","Captivate","Hydro Pump","Misty Terrain"
0,741,"Oricorio","Oricorio (Pom-Pom Style)",0,"Electric","Flying","Dancer",3.82,0.46,"Lonely",274,192,130,217,169,214,"Revelation Dance","Mirror Move","Agility","Hurricane"
0,741,"Oricorio","Oricorio (Pom-Pom Style)",0,"Electric","Flying","Dancer",3.65,0.43,"Mild",274,161,157,248,175,202,"Revelation Dance","Mirror Move","Agility","Hurricane"
0,598,"Ferrothorn","Ferrothorn",0,"Grass","Steel","Anticipation",110.95,0.49,"Lonely",267,245,246,134,247,50,"Iron Head","Payback","Flash Cannon","Explosion"
0,773,"Silvally","Silvally (Type: Ice)",NA,"Ice",NA,"RKS System",96.92,2.83,"Brave",321,220,214,215,213,180,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,573,"Cinccino","Cinccino",0,"Normal",NA,"Technician",8.72,0.37,"Serious",278,219,127,158,143,237,"Bullet Seed","Helping Hand","Sing","Tail Slap"
0,676,"Furfrou","Furfrou (Kabuki Trim)",1,"Normal",NA,"Fur Coat",26.1,1.78,"Bold",272,168,159,166,206,233,"Take Down","Charm","Sucker Punch","Cotton Guard"
1,801,"Magearna","Magearna (Original Color)",NA,"Steel","Fairy","Soul-Heart",80.94,1.27,"Lonely",301,224,239,275,266,137,"Synchronoise","Aura Sphere","Heart Swap","Trump Card"
0,328,"Trapinch","Trapinch",0,"Ground",NA,"Hyper Cutter",14.87,1.08,"Sassy",223,231,106,106,108,23,"Sandstorm","Superpower","Hyper Beam","Fissure"
0,635,"Hydreigon","Hydreigon",0,"Dark","Dragon","Levitate",160.48,1.32,"Timid",306,210,209,265,207,234,"Body Slam","Scary Face","Hyper Voice","Outrage"
0,61,"Poliwhirl","Poliwhirl",0,"Water",NA,"Water Absorb",20.98,0.65,"Naughty",269,172,160,106,119,196,"Belly Drum","Wake-Up Slap","Hydro Pump","Mud Bomb"
0,260,"Swampert","Swampert (Mega Swampert)",1,"Water","Ground","Swift Swim",98.69,1.42,"Hasty",328,327,207,200,242,185,"Take Down","Earthquake","Endeavor","Hammer Arm"
0,37,"Vulpix","Vulpix (Alola Form)",0,"Ice",NA,"Snow Cloak",9.46,0.45,"Docile",191,88,93,122,149,162,"Blizzard","Grudge","Captivate","Sheer Cold"
0,773,"Silvally","Silvally (Type: Dragon)",NA,"Dragon",NA,"RKS System",100.17,2.55,"Lax",324,204,223,196,189,195,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,448,"Lucario","Lucario",1,"Fighting","Steel","Justified",53.67,1,"Lax",275,232,170,247,154,207,"Heal Pulse","Close Combat","Dragon Pulse","Extreme Speed"
0,275,"Shiftry","Shiftry",1,"Grass","Dark","Pickpocket",61.97,1.47,"Rash",304,233,155,220,122,193,"Leaf Tornado","Hurricane","Leaf Storm","Feint Attack"
0,574,"Gothita","Gothita",1,"Psychic",NA,"Frisk",4.75,0.36,"Sassy",228,74,134,134,170,100,"Psychic","Telekinesis","Charm","Magic Room"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",5.52,0.3,"Lonely",206,189,116,165,112,116,"Hidden Power",NA,NA,NA
0,616,"Shelmet","Shelmet",0,"Bug",NA,"Hydration",6.6,0.36,"Hardy",237,115,206,109,156,70,"Bug Buzz","Recover","Guard Swap","Final Gambit"
0,679,"Honedge","Honedge",0,"Steel","Ghost","No Guard",2.82,0.97,"Hasty",201,171,187,98,100,83,"Night Slash","Power Trick","Iron Head","Sacred Sword"
0,780,"Drampa","Drampa",1,"Normal","Dragon","Cloud Nine",194.79,3,"Brave",296,166,193,298,192,84,"Dragon Pulse","Fly","Hyper Voice","Outrage"
1,792,"Lunala","Lunala",NA,"Psychic","Ghost","Shadow Shield",117.94,3.18,"Timid",415,208,214,299,242,253,"Dream Eater","Phantom Force","Wide Guard","Hyper Beam"
0,778,"Mimikyu","Mimikyu (2)",1,"Ghost","Fairy","Disguise",0.83,0.45,"Jolly",246,210,125,201,151,275,"Shadow Claw","Hone Claws","Play Rough","Pain Split"
0,437,"Bronzong","Bronzong",NA,"Steel","Psychic","Heavy Metal",189.14,1.82,"Bold",258,165,292,182,256,97,"Extrasensory","Payback","Heal Block","Heavy Slam"
0,388,"Grotle","Grotle",1,"Grass",NA,"Overgrow",103.31,0.64,"Naive",283,205,184,136,121,114,"Synthesis","Crunch","Giga Drain","Leaf Storm"
0,314,"Illumise","Illumise",0,"Bug",NA,"Oblivious",14.46,0.58,"Calm",267,91,180,160,195,182,"Bug Buzz","Play Rough","Covet","Infestation"
0,172,"Pichu","Pichu",1,"Electric",NA,"Static",2.45,0.33,"Rash",179,97,59,103,71,125,"Tail Whip","Sweet Kiss","Nasty Plot","Thunder Wave"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",38.65,0.62,"Sassy",261,151,205,130,233,122,"Power Gem","Double-Edge","Shell Smash","Explosion"
1,381,"Latios","Latios",1,"Dragon","Psychic","Levitate",59.85,2.72,"Hasty",301,216,148,284,256,254,"Power Split","Psychic","Dragon Pulse","Memento"
0,323,"Camerupt","Camerupt (Mega Camerupt)",0,"Fire","Ground","Sheer Force",315.53,2.95,"Impish",279,266,234,291,222,70,"Yawn","Earthquake","Eruption","Fissure"
0,443,"Gible","Gible",0,"Dragon","Ground","Rough Skin",20.73,0.84,"Hardy",256,176,103,89,104,104,"Slash","Dragon Claw","Dig","Dragon Rush"
0,127,"Pinsir","Pinsir (Mega Pinsir)",1,"Bug",NA,"Aerilate",56.61,1.82,"Naughty",241,347,247,153,188,228,"Swords Dance","Thrash","Superpower","Guillotine"
0,695,"Heliolisk","Heliolisk",0,"Electric","Normal","Dry Skin",20.8,1.2,"Naughty",238,140,135,235,176,238,"Charge","Quick Attack","Thunder","Electrify"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",5.01,0.82,"Gentle",212,158,113,156,113,132,"Hidden Power",NA,NA,NA
0,472,"Gliscor","Gliscor",1,"Ground","Flying","Hyper Cutter",41.79,2.56,"Lax",265,224,294,98,145,216,"X-Scissor","Sky Uppercut","Swords Dance","Guillotine"
0,469,"Yanmega","Yanmega",0,"Bug","Flying","Frisk",49.09,2.4,"Adamant",301,191,196,240,126,220,"Screech","U-turn","Air Slash","Bug Buzz"
0,76,"Golem","Golem (Alola Form)",1,"Rock","Electric","Magnet Pull",326.86,1.31,"Careful",271,259,293,126,160,103,"Explosion","Double-Edge","Stone Edge","Heavy Slam"
0,615,"Cryogonal","Cryogonal",NA,"Ice",NA,"Levitate",151.47,1.4,"Impish",272,114,133,183,296,219,"Freeze-Dry","Solar Beam","Night Slash","Sheer Cold"
0,783,"Hakamo-o","Hakamo-o",0,"Dragon","Fighting","Soundproof",44.03,1.3,"Bold",243,142,225,166,157,136,"Dragon Claw","Noble Roar","Dragon Dance","Outrage"
0,671,"Florges","Florges (Blue Flower)",0,"Fairy",NA,"Symbiosis",9.44,0.9,"Naughty",289,163,164,255,284,160,"Moonblast","Petal Dance","Disarming Voice","Magical Leaf"
0,554,"Darumaka","Darumaka",1,"Fire",NA,"Hustle",38.65,0.6,"Quirky",267,205,116,40,108,120,"Flare Blitz","Taunt","Superpower","Overheat"
0,688,"Binacle","Binacle",1,"Rock","Water","Pickpocket",34.55,0.3,"Hasty",195,110,148,104,147,130,"Fury Cutter","Night Slash","Razor Shell","Cross Chop"
0,774,"Minior","Minior (Violet Core)",NA,"Rock","Flying","Shields Down",0.62,0.33,"Modest",254,209,126,228,137,247,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,696,"Tyrunt","Tyrunt",1,"Rock","Dragon","Strong Jaw",26.38,0.87,"Docile",247,189,184,109,99,113,"Dragon Claw","Thrash","Earthquake","Horn Drill"
0,65,"Alakazam","Alakazam",1,"Psychic",NA,"Magic Guard",50.58,1.63,"Modest",243,99,110,303,206,257,"Psychic","Calm Mind","Future Sight","Trick"
0,18,"Pidgeot","Pidgeot (Mega Pidgeot)",1,"Normal","Flying","No Guard",52.19,2.82,"Mild",287,188,168,320,169,249,"Tailwind","Mirror Move","Air Slash","Hurricane"
0,457,"Lumineon","Lumineon",0,"Water",NA,"Storm Drain",22.06,1.05,"Jolly",275,150,157,151,177,215,"U-turn","Bounce","Silver Wind","Soak"
0,654,"Braixen","Braixen",1,"Fire",NA,"Blaze",12.61,0.58,"Bashful",253,123,128,204,147,151,"Psychic","Sunny Day","Magic Room","Fire Blast"
0,458,"Mantyke","Mantyke",0,"Water","Flying","Water Absorb",68.29,1.07,"Modest",217,47,130,144,266,114,"Air Slash","Aqua Ring","Bounce","Hydro Pump"
0,104,"Cubone","Cubone",1,"Ground",NA,"Battle Armor",8.48,0.7,"Naive",240,106,195,99,95,84,"Endeavor","Double-Edge","Retaliate","Bone Rush"
0,81,"Magnemite","Magnemite",NA,"Electric","Steel","Sturdy",4.66,0.39,"Hardy",176,79,165,200,146,119,"Lock-On","Magnet Rise","Gyro Ball","Zap Cannon"
0,567,"Archeops","Archeops",1,"Rock","Flying","Defeatist",30.01,1.17,"Adamant",282,320,152,228,160,232,"U-turn","Rock Slide","Dragon Claw","Thrash"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",41.58,0.4,"Bashful",248,143,223,147,232,125,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,155,"Cyndaquil","Cyndaquil",1,"Fire",NA,"Flash Fire",7.27,0.73,"Timid",217,98,104,142,107,176,"Rollout","Double-Edge","Burn Up","Eruption"
0,277,"Swellow","Swellow",1,"Normal","Flying","Scrappy",19.48,0.76,"Calm",241,165,146,170,133,258,"Air Slash","Endeavor","Brave Bird","Reversal"
0,443,"Gible","Gible",1,"Dragon","Ground","Sand Veil",20.66,0.35,"Serious",230,159,100,91,117,103,"Slash","Dragon Claw","Dig","Dragon Rush"
0,6,"Charizard","Charizard (Mega Charizard X)",1,"Fire","Dragon","Tough Claws",114.29,1.97,"Hasty",289,276,210,265,186,251,"Fire Spin","Inferno","Heat Wave","Flare Blitz"
0,684,"Swirlix","Swirlix",1,"Fairy",NA,"Unburden",2.68,0.5,"Rash",262,112,164,140,117,106,"Wish","Play Rough","Light Screen","Safeguard"
0,516,"Simipour","Simipour",1,"Water",NA,"Torrent",29.77,1.01,"Quiet",271,207,147,244,133,210,"Leer","Scald","Fury Swipes","Lick"
0,527,"Woobat","Woobat",0,"Psychic","Flying","Simple",1.69,0,"Quiet",248,123,109,159,99,134,"Air Slash","Future Sight","Psychic","Endeavor"
1,490,"Manaphy","Manaphy",NA,"Water",NA,"Hydration",1.1,0.15,"Brave",336,259,236,221,236,188,"Aqua Ring","Dive","Rain Dance","Heart Swap"
0,497,"Serperior","Serperior",1,"Grass",NA,"Overgrow",68.2,2.8,"Bashful",261,183,221,157,197,242,"Giga Drain","Wring Out","Gastro Acid","Leaf Storm"
0,241,"Miltank","Miltank",0,"Normal",NA,"Scrappy",76.63,0.52,"Quirky",324,193,246,91,145,213,"Captivate","Gyro Ball","Heal Bell","Wake-Up Slap"
0,82,"Magneton","Magneton",NA,"Electric","Steel","Sturdy",58.62,1.06,"Brave",223,144,197,250,152,157,"Lock-On","Magnet Rise","Gyro Ball","Zap Cannon"
0,420,"Cherubi","Cherubi",1,"Grass",NA,"Chlorophyll",3.28,0.43,"Serious",209,78,118,150,126,97,"Take Down","Solar Beam","Lucky Chant","Petal Blizzard"
0,306,"Aggron","Aggron",0,"Steel","Rock","Rock Head",360.09,1.81,"Serious",268,255,369,146,151,107,"Double-Edge","Autotomize","Heavy Slam","Metal Burst"
0,461,"Weavile","Weavile",0,"Dark","Ice","Pickpocket",33.43,1.05,"Naughty",254,273,166,124,160,272,"Night Slash","Snatch","Punishment","Dark Pulse"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",42.45,0.6,"Serious",254,141,222,126,220,127,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,683,"Aromatisse","Aromatisse",0,"Fairy",NA,"Healer",16.77,0.15,"Docile",340,175,176,231,204,84,"Psychic","Disarming Voice","Reflect","Psych Up"
0,52,"Meowth","Meowth",1,"Normal",NA,"Unnerve",5.24,0.3,"Timid",207,90,105,111,107,215,"Assurance","Captivate","Night Slash","Feint"
0,99,"Kingler","Kingler",1,"Water",NA,"Hyper Cutter",59.13,1.19,"Careful",232,286,251,118,148,175,"Slam","Brine","Crabhammer","Flail"
0,576,"Gothitelle","Gothitelle",0,"Psychic",NA,"Frisk",42.6,1.67,"Hasty",274,137,180,217,245,174,"Psychic","Telekinesis","Charm","Magic Room"
0,281,"Kirlia","Kirlia",1,"Psychic","Fairy","Trace",17.36,0.41,"Sassy",198,89,90,151,151,108,"Charm","Hypnosis","Dream Eater","Stored Power"
1,786,"Tapu Lele","Tapu Lele",NA,"Psychic","Fairy","Psychic Surge",19.14,1.57,"Naive",281,206,175,284,217,248,"Nature’s Madness","Extrasensory","Flatter","Moonblast"
0,43,"Oddish","Oddish",0,"Grass","Poison","Run Away",5.25,0.75,"Quiet",200,126,138,181,156,85,"Natural Gift","Moonblast","Grassy Terrain","Petal Dance"
0,201,"Unown","Unown",NA,"Psychic",NA,"Levitate",5.92,0.75,"Timid",214,154,106,176,126,136,"Hidden Power",NA,NA,NA
0,232,"Donphan","Donphan",1,"Ground",NA,"Sand Veil",113.49,0.26,"Rash",299,256,265,156,132,108,"Magnitude","Scary Face","Earthquake","Giga Impact"
0,115,"Kangaskhan","Kangaskhan (Mega Kangaskhan)",0,"Normal",NA,"Parental Bond",102.39,2.28,"Naive",333,258,205,148,199,248,"Endure","Outrage","Sucker Punch","Reversal"
0,306,"Aggron","Aggron (Mega Aggron)",1,"Steel","Rock","Filter",403.4,2.31,"Relaxed",265,313,537,127,193,107,"Double-Edge","Autotomize","Heavy Slam","Metal Burst"
